Gh id,Wmo id,Name,Full name,Latitude,Longitude,Elevation,Station ty,Rg region,Di distric,Ba basin,Xcoo,Ycoo
B1KVAS01,,Kvasice,Kvasice,"491443","172813",190.000000000000000,MSS,Zlínskı,Kromìøí,Morava,17.47027778,49.24527778
B1MSLI01,,Morkovice-Slíany,"Morkovice-Slíany, Slíany","491430","171355",289.000000000000000,MSS,Zlínskı,Kromìøí,Haná,17.23194444,49.24166667
B1NAMH01,,Námìš na Hané,Námìš na Hané,"493618","170354",247.000000000000000,MSS,Olomouckı,Olomouc,Blata,17.06500000,49.60500000
B1NAPA01,,Napajedla,Napajedla,"491100","173100",185.000000000000000,MSS,Zlínskı,Zlín,Morava,17.51666667,49.18333333
B1NIVN01,,Nivnice,Nivnice,"485836","173856",254.000000000000000,MSS,Zlínskı,Uherské Hradištì,Olšava,17.64888889,48.97666667
B1PLUM01,,Plumlov,Plumlov,"492806","170046",303.000000000000000,MSS,Olomouckı,Prostìjov,Valová,17.01277778,49.46833333
B1PODI01,,Podivice,Podivice,"492210","170013",375.000000000000000,MSS,Jihomoravskı,Vyškov,Haná,17.00361111,49.36944444
L2DYLE01,"11410",Dyleò,Dyleò,"495806","123010",940.000000000000000,AKS2,Karlovarskı,Cheb,Me,12.50277778,49.96833333
B1RADE01,,Radìjov,Radìjov,"485150","172005",240.000000000000000,MSS,Jihomoravskı,Hodonín,Morava,17.33472222,48.86388889
B1SLIN01,,Slavièín,Slavièín,"490507","175242",362.000000000000000,MSS,Zlínskı,Zlín,Vlára,17.87833333,49.08527778
B1STHR01,,Starı Hrozenkov,Starı Hrozenkov,"485805","175141",412.000000000000000,MSS,Zlínskı,Uherské Hradištì,Váh,17.86138889,48.96805556
L2MLAV01,"11413",Mariánské Láznì,"Mariánské Láznì, vodárna","495926","124146",691.000000000000000,AKS1,Karlovarskı,Cheb,Me,12.69611111,49.99055556
L3KVAL01,"11414",Karlovy Vary,"Karlovy Vary, Olšová Vrata","501206","125451",603.000000000000000,AMS,Karlovarskı,Karlovy Vary,Ohøe,12.91416667,50.20166667
L3KVAZ01,"11415",Karlovy Vary,Karlovy Vary,"501339","125241",377.000000000000000,AKS3,Karlovarskı,Karlovy Vary,Ohøe,12.87805556,50.22750000
L2KRAU01,"11417",Krásné Údolí,Krásné Údolí,"500417","125516",642.000000000000000,AKS1,Karlovarskı,Karlovy Vary,Støela,12.92111111,50.07138889
B1UHBR01,,Uherskı Brod,Uherskı Brod,"490132","173920",222.000000000000000,MSS,Zlínskı,Uherské Hradištì,Olšava,17.65555556,49.02555556
B1VEJATT,,Velká Javoøina,Velká Javoøina,"485119","174011",961.000000000000000,TOTAL,Zlínskı,Uherské Hradištì,Morava,17.66972222,48.85527778
B1VELI01,,Zlín,"Zlín, Velíková","491715","174538",392.000000000000000,MSS,Zlínskı,Zlín,Døevnice,17.76055556,49.28750000
B1VELV01,,Velká nad Velièkou,Velká nad Velièkou,"485244","173100",289.000000000000000,MSS,Jihomoravskı,Hodonín,Morava,17.51666667,48.87888889
L2KONL01,"11419",Konstantinovy Láznì,Konstantinovy Láznì,"495305","125833",527.000000000000000,AKS1,Plzeòskı,Tachov,Støela,12.97583333,49.88472222
B1VKLO01,,Valašské Klobouky,Valašské Klobouky,"490831","175954",433.000000000000000,MSS,Zlínskı,Zlín,Vlára,17.99833333,49.14194444
B1VYSK01,,Vyškov,"Vyškov, Dìdice","491742","165856",263.000000000000000,MSS,Jihomoravskı,Vyškov,Haná,16.98222222,49.29500000
B2BABI01,,Babice nad Svitavou,Babice nad Svitavou,"491720","164145",470.000000000000000,MSS,Jihomoravskı,Brno-venkov,Svitava,16.69583333,49.28888889
B2BATE01,,Batelov,"Batelov,Nová VES","491641","152119",643.000000000000000,MSS,Vysoèina,Jihlava,Jihlava,15.35527778,49.27805556
B2BITO01,,Bítov,Bítov,"485627","154338",431.000000000000000,MSS,Jihomoravskı,Znojmo,Dyje,15.72722222,48.94083333
B2BJUN01,,Brno,"Brno, Jundrov","491207","163339",260.000000000000000,MSS,Jihomoravskı,Brno-mìsto,Svratka,16.56083333,49.20194444
B2BLAN01,,Blansko,Blansko,"492135","163901",299.000000000000000,MSS,Jihomoravskı,Blansko,Svitava,16.65027778,49.35972222
B2BOHD01,,Bohdalov,Bohdalov,"492852","155236",567.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Oslava,15.87666667,49.48111111
B2BOZI01,,Boice,Boice,"485004","161717",216.000000000000000,MSS,Jihomoravskı,Znojmo,Jevišovka,16.28805556,48.83444444
B2BRAS01,,Branišovice,Branišovice,"485758","162607",200.000000000000000,MSS,Jihomoravskı,Znojmo,Jihlava,16.43527778,48.96611111
B2BRES01,,Bøezová nad Svitavou,Bøezová nad Svitavou,"493935","163001",387.000000000000000,MSS,Pardubickı,Svitavy,Svitava,16.50027778,49.65972222
L3KLIN01,"11420",Klínovec,Klínovec,"502341","125805",1240.000000000000000,AKS2,Karlovarskı,Karlovy Vary,Ohøe,12.96805556,50.39472222
B2BRTN01,,Brtnice,Brtnice,"491825","154031",517.000000000000000,MSS,Vysoèina,Jihlava,Jihlava,15.67527778,49.30694444
L2PRIM01,"11423",Pøimda,Pøimda,"494010","124041",742.759999999999991,AMS1,Plzeòskı,Tachov,Me,12.67805556,49.66944444
B2BTUR02,,Brno,"Brno, Tuøany","490911","164120",241.000000000000000,MSS,Jihomoravskı,Brno-mìsto,Litava,16.68888889,49.15305556
B2BUCO01,,Buèovice,"Buèovice, Klobouèky","490751","170046",239.000000000000000,MSS,Jihomoravskı,Vyškov,Litava,17.01277778,49.13083333
B2BUDC01,,Budeè,Budeè,"490514","153510",491.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,eletavka,15.58611111,49.08722222
B2BUDI01,,Budišov,Budišov,"491618","160014",485.000000000000000,MSS,Vysoèina,Tøebíè,Oslava,16.00388889,49.27166667
B2BUKA01,,Bukovinka,Bukovinka,"491749","164756",511.000000000000000,ASS,Jihomoravskı,Blansko,Svitava,16.79888889,49.29694444
B2BUKA02,,Bukovinka,Bukovinka,"491737","164824",524.000000000000000,MSS,Jihomoravskı,Blansko,Svitava,16.80666667,49.29361111
L1DOMA01,"11428",Domalice,Domalice,"492641","125521",460.000000000000000,AKS1,Plzeòskı,Domalice,Radbuza,12.92250000,49.44472222
U1MEDE01,"11430",Mìdìnec,Mìdìnec,"502546","130757",828.000000000000000,AKS1,Ústeckı,Chomutov,Ohøe,13.13250000,50.42944444
B2BZAB02,,Brno,"Brno, abovøesky","491259","163404",236.000000000000000,MSS,Jihomoravskı,Brno-mìsto,Svratka,16.56777778,49.21638889
B2BZID01,,Brno,"Brno, idenice","491154","163835",203.000000000000000,MSS,Jihomoravskı,Brno-mìsto,Svitava,16.64305556,49.19833333
B2CRUD01,,Èeskı Rudolec,Èeskı Rudolec,"490730","151925",520.000000000000000,ASS,Jihoèeskı,Jindøichùv Hradec,Moravská Dyje,15.32361111,49.12500000
B2CRUD02,,Èeskı Rudolec,Èeskı Rudolec,"490730","151925",520.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Moravská Dyje,15.32361111,49.12500000
B2DACI01,,Daèice,Daèice,"490459","152604",486.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Moravská Dyje,15.43444444,49.08305556
B2DRNH01,,Drnholec,Drnholec,"485132","162848",210.000000000000000,MSS,Jihomoravskı,Bøeclav,Dyje,16.48000000,48.85888889
B2DUBN01,,Dubòany,Dubòany,"485515","170610",200.000000000000000,MSS,Jihomoravskı,Hodonín,Dyje,17.10277778,48.92083333
U1NOVE01,"11432",Nová Ves v Horách,Nová Ves v Horách,"503533","132908",725.000000000000000,AKS1,Ústeckı,Most,Labe,13.48555556,50.59250000
B2DUKO02,,Dukovany,Dukovany,"490545","160804",400.000000000000000,MKS,Vysoèina,Tøebíè,Jihlava,16.13444444,49.09583333
B2DVES01,,Dolní Vìstonice,Dolní Vìstonice,"485314","163829",172.000000000000000,MSS,Jihomoravskı,Bøeclav,Dyje,16.64138889,48.88722222
U1KOPI01,"11433",Kopisty,Kopisty,"503239","133722",240.000000000000000,AMS1,Ústeckı,Most,Bílina,13.62277778,50.54416667
B2DZBA01,,Dbánice,Dbánice,"490010","161233",337.000000000000000,MSS,Jihomoravskı,Znojmo,Jevišovka,16.20916667,49.00277778
B2HAJE01,,Tišnov,"Tišnov, Hájek","492223","162821",409.000000000000000,AKS2,Jihomoravskı,Brno-venkov,Svratka,16.47250000,49.37305556
B2HRAS01,,Hradec nad Svitavou,Hradec nad Svitavou,"494352","162915",446.000000000000000,ASS,Pardubickı,Svitavy,Svitava,16.48750000,49.73111111
B2HRAS02,,Hradec nad Svitavou,Hradec nad Svitavou,"494350","162914",445.000000000000000,MSS,Pardubickı,Svitavy,Svitava,16.48722222,49.73055556
B2HROT01,,Hrotovice,Hrotovice,"490638","160332",425.000000000000000,MSS,Vysoèina,Tøebíè,Rokytná,16.05888889,49.11055556
B2HRUS01,,Hrušky,Hrušky,"484731","165826",174.000000000000000,MSS,Jihomoravskı,Bøeclav,Kyjovka,16.97388889,48.79194444
U1KATU01,"11438",Tušimice,Tušimice,"502236","131941",322.399999999999977,AMS1,Ústeckı,Chomutov,Ohøe,13.32805556,50.37666667
B2HUST01,,Hustopeèe,Hustopeèe,"485644","164333",201.000000000000000,MSS,Jihomoravskı,Bøeclav,Dyje,16.72583333,48.94555556
B2HYSL01,,Hısly,Hısly,"490117","171048",217.000000000000000,MSS,Jihomoravskı,Hodonín,Kyjovka,17.18000000,49.02138889
B2JARS01,,Jaroslavice,Jaroslavice,"484519","161357",190.000000000000000,MSS,Jihomoravskı,Znojmo,Dyje,16.23250000,48.75527778
B2JEMN01,,Jemnice,Jemnice,"490130","153524",502.000000000000000,MSS,Vysoèina,Tøebíè,eletavka,15.59000000,49.02500000
B2JIHL01,,Jihlava,"Jihlava, Hruškové Dvory","492423","153659",468.000000000000000,AKS3,Vysoèina,Jihlava,Jihlava,15.61638889,49.40638889
B2KADO01,,Kadov,Kadov,"493809","160441",672.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.07805556,49.63583333
B2KLOB01,,Klobouky u Brna,Klobouky u Brna,"485946","165236",205.000000000000000,MSS,Jihomoravskı,Bøeclav,Trkmanka,16.87666667,48.99611111
L2KRAL01,"11442",Kralovice,Kralovice,"495916","132928",468.000000000000000,AKS1,Plzeòskı,Plzeò-sever,Berounka,13.49111111,49.98777778
B2KMYS02,,Kostelní Myslová,Kostelní Myslová,"490936","152621",569.000000000000000,MKS,Vysoèina,Jihlava,Moravská Dyje,15.43916667,49.16000000
B2KNIN01,,Knínice u Boskovic,Knínice u Boskovic,"493213","164132",369.000000000000000,MSS,Jihomoravskı,Blansko,Svitava,16.69222222,49.53694444
L2HERM01,"11444",Heømanov,Heømanov,"500855","133417",408.000000000000000,AKS2,Støedoèeskı,Rakovník,Berounka,13.57138889,50.14861111
B2KORC01,,Koryèany,Koryèany,"490610","171012",305.000000000000000,MSS,Zlínskı,Kromìøí,Kyjovka,17.17000000,49.10277778
B2KRIZ01,,Køiánky,"Køiánky, Moravské Køiánky","494100","160400",615.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.06666667,49.68333333
L1PLZB01,"11446",Plzeò,"Plzeò, Bolevec","494721","132312",328.000000000000000,AKS1,Plzeòskı,Plzeò-sever,Me,13.38666667,49.78916667
B2KUCH02,,Kuchaøovice,Kuchaøovice,"485257","160511",334.000000000000000,MSS,Jihomoravskı,Znojmo,Dyje,16.08638889,48.88250000
B2KURI01,,Kuøim,Kuøim,"491802","163156",291.000000000000000,MSS,Jihomoravskı,Brno-venkov,Svratka,16.53222222,49.30055556
B2LANZ01,,Lanhot,Lanhot,"484300","165800",160.000000000000000,MSS,Jihomoravskı,Bøeclav,Kyjovka,16.96666667,48.71666667
B2LAZT01,,Láz,Láz,"490047","154712",432.000000000000000,MSS,Vysoèina,Tøebíè,Jevišovka,15.78666667,49.01305556
L2STRI01,"11447",Støíbro,Støíbro,"494516","125948",412.000000000000000,AKS2,Plzeòskı,Tachov,Me,12.99666667,49.75444444
B2LETO01,,Letovice,Letovice,"493316","163436",334.000000000000000,MSS,Jihomoravskı,Blansko,Svitava,16.57666667,49.55444444
B2LISE01,,Lísek,Lísek,"493453","161111",676.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.18638889,49.58138889
B2LUKO01,,Lukov,Lukov,"485124","155428",403.000000000000000,MSS,Jihomoravskı,Znojmo,Dyje,15.90777778,48.85666667
B2MBRA01,,Moravské Bránice,Moravské Bránice,"490457","162658",210.000000000000000,MSS,Jihomoravskı,Brno-venkov,Jihlava,16.44944444,49.08250000
L1PLMI01,"11450",Plzeò,"Plzeò, Mikulka","494553","132244",359.800000000000011,AMS1,Plzeòskı,Plzeò-mìsto,Me,13.37888889,49.76472222
B2MIKU01,,Mikulov,Mikulov,"484840","163821",270.000000000000000,MSS,Jihomoravskı,Bøeclav,Dyje,16.63916667,48.81111111
B2MILE01,,Milešovice,Milešovice,"490454","165126",257.000000000000000,MSS,Jihomoravskı,Vyškov,Litava,16.85722222,49.08166667
B2MIRO01,,Miroslav,Miroslav,"485639","161911",238.000000000000000,MSS,Jihomoravskı,Znojmo,Jihlava,16.31972222,48.94416667
B2MKRU01,,Moravskı Krumlov,Moravskı Krumlov,"490224","161823",255.000000000000000,MSS,Jihomoravskı,Znojmo,Rokytná,16.30638889,49.04000000
B2NAMO01,,Námìš nad Oslavou,Námìš nad Oslavou,"491300","160900",390.000000000000000,ASS,Vysoèina,Tøebíè,Oslava,16.15000000,49.21666667
L1STAN01,"11451",Staòkov,Staòkov,"493309","130403",362.000000000000000,AKS1,Plzeòskı,Domalice,Radbuza,13.06750000,49.55250000
B2NEMO01,,Nemochovice,Nemochovice,"491051","170810",283.000000000000000,AKS2,Jihomoravskı,Vyškov,Litava,17.13611111,49.18083333
B2NMES01,,Nové Mìsto na Moravì,Nové Mìsto na Moravì,"493329","160408",601.000000000000000,ASS,Vysoèina,ïár nad Sázavou,Bobrùvka,16.06888889,49.55805556
B2NMES02,,Nové Mìsto na Moravì,Nové Mìsto na Moravì,"493329","160408",601.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Bobrùvka,16.06888889,49.55805556
B2NOVE01,,Nová Ves,Nová Ves,"491517","154713",422.000000000000000,ASS,Vysoèina,Tøebíè,Jihlava,15.78694444,49.25472222
B2NOVE02,,Nová Ves,Nová Ves,"491517","154713",422.000000000000000,MSS,Vysoèina,Tøebíè,Jihlava,15.78694444,49.25472222
B2NSYR02,,Nové Syrovice,Nové Syrovice,"490057","154632",432.000000000000000,MSS,Vysoèina,Tøebíè,Jevišovka,15.77555556,49.01583333
B2OLES01,,Olešnice,Olešnice,"493318","162523",535.000000000000000,ASS,Jihomoravskı,Blansko,Svratka,16.42305556,49.55500000
B2PAVL01,,Pavlínov,Pavlínov,"492103","155238",559.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Oslava,15.87722222,49.35083333
L1HOJS01,"11453",elezná Ruda,"elezná Ruda, Hojsova Strá","491245","131150",867.000000000000000,AKS1,Plzeòskı,Klatovy,Úhlava,13.19722222,49.21250000
B2POLI01,,Polièka,Polièka,"494300","161542",558.000000000000000,MSS,Pardubickı,Svitavy,Svratka,16.26166667,49.71666667
B2PRUS01,,Prušánky,Prušánky,"484943","165926",180.000000000000000,MSS,Jihomoravskı,Hodonín,Kyjovka,16.99055556,48.82861111
B2RADO01,,Radostín,Radostín,"492737","155803",512.000000000000000,ASS,Vysoèina,ïár nad Sázavou,Oslava,15.96750000,49.46027778
B2RADO02,,Radostín,Radostín,"492743","155752",525.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Oslava,15.96444444,49.46194444
B2ROZS01,,Rozstání,Rozstání,"492353","165007",571.000000000000000,MSS,Olomouckı,Prostìjov,Svitava,16.83527778,49.39805556
B2SATO01,,Šatov,Šatov,"484731","160045",245.000000000000000,MSS,Jihomoravskı,Znojmo,Dyje,16.01250000,48.79194444
L1KLAT01,"11455",Klatovy,Klatovy,"492326","131810",425.000000000000000,AKS1,Plzeòskı,Klatovy,Úhlava,13.30277778,49.39055556
B2SEDC02,,Sedlec,Sedlec,"491015","160714",474.000000000000000,MKS,Vysoèina,Tøebíè,Jihlava,16.12055556,49.17083333
B2SEJR01,,Sejøek,Sejøek,"492612","161837",519.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.31027778,49.43666667
B2SLAB01,,Slavkov u Brna,Slavkov u Brna,"490905","165315",211.000000000000000,MSS,Jihomoravskı,Vyškov,Litava,16.88750000,49.15138889
B2SLCE01,,Slavonice,Slavonice,"485945","152120",519.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Rakouská Dyje,15.35555556,48.99583333
B2SOSU01,,Šošùvka,Šošùvka,"492452","164449",533.000000000000000,MSS,Jihomoravskı,Blansko,Svitava,16.74694444,49.41444444
B2STEM01,,Štìmìchy,Štìmìchy,"491137","154248",617.000000000000000,MSS,Vysoèina,Tøebíè,Rokytná,15.71333333,49.19361111
B2STEP01,,Štìpánov nad Svratkou,Štìpánov nad Svratkou,"493000","162000",365.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.33333333,49.50000000
B2STHU01,,Staré Hutì,Staré Hutì,"490814","171718",427.000000000000000,ASS,Zlínskı,Uherské Hradištì,Kyjovka,17.28833333,49.13722222
B2STON01,,Stonaøov,Stonaøov,"491704","153514",584.000000000000000,MSS,Vysoèina,Jihlava,Jihlava,15.58722222,49.28444444
B2STRA01,,Stráek,Stráek,"492628","161153",445.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Bobrùvka,16.19805556,49.44111111
B2STRE01,,Støelice,Støelice,"485936","155858",325.000000000000000,ASS,Jihomoravskı,Znojmo,Jevišovka,15.98277778,48.99333333
B2SVLK01,,Stvolová,"Stvolová, Skøib","493000","163300",395.000000000000000,MSS,Jihomoravskı,Blansko,Svitava,16.55000000,49.50000000
B2TESA01,,Tìšany,Tìšany,"490231","164557",209.000000000000000,MSS,Jihomoravskı,Brno-venkov,Litava,16.76583333,49.04194444
B2TREB01,,Tøebíè,"Tøebíè, Podklášteøí","491325","155212",463.000000000000000,MSS,Vysoèina,Tøebíè,Jihlava,15.87000000,49.22361111
B2TRES01,,Tøeš,Tøeš,"491800","152900",575.000000000000000,ASS,Vysoèina,Jihlava,Jihlava,15.48333333,49.30000000
B2TRES02,,Tøeš,Tøeš,"491800","152900",575.000000000000000,MSS,Vysoèina,Jihlava,Jihlava,15.48333333,49.30000000
C1CHUR01,"11457",Churáòov,Churáòov,"490406","133655",1117.799999999999955,AMS1,Jihoèeskı,Prachatice,Otava,13.61527778,49.06833333
B2VALT01,,Valtice,Valtice,"484428","164505",210.000000000000000,MSS,Jihomoravskı,Bøeclav,Dyje,16.75138889,48.74111111
U1TEPL01,"11461",Teplice,Teplice,"503918","135108",236.000000000000000,AKS1,Ústeckı,Teplice,Bílina,13.85222222,50.65500000
B2VBIT01,,Velká Bíteš,Velká Bíteš,"491730","161316",485.000000000000000,ASS,Vysoèina,ïár nad Sázavou,Svratka,16.22111111,49.29166667
B2VBIT02,,Velká Bíteš,Velká Bíteš,"491730","161316",485.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.22111111,49.29166667
B2VEBI01,,Veverská Bítıška,Veverská Bítıška,"491636","162554",246.000000000000000,MSS,Jihomoravskı,Brno-venkov,Svratka,16.43166667,49.27666667
B2VECO01,,Vìcov,"Vìcov, Jimramovské Pavlovice","493655","161207",550.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.20194444,49.61527778
B2VIRP01,,Vír,Vír,"493351","161850",473.000000000000000,MSS,Vysoèina,ïár nad Sázavou,Svratka,16.31388889,49.56416667
U1MILE01,"11464",Milešovka,Milešovka,"503318","135551",830.500000000000000,AMS,Ústeckı,Litomìøice,Labe,13.93083333,50.55500000
B2VRAN01,,Vranov nad Dyjí,Vranov nad Dyjí,"485420","154907",354.000000000000000,MSS,Jihomoravskı,Znojmo,Dyje,15.81861111,48.90555556
B2VSTU01,,Vysoké Studnice,Vysoké Studnice,"492335","154349",568.000000000000000,ASS,Vysoèina,Jihlava,Jihlava,15.73027778,49.39305556
B2VSTU02,,Vysoké Studnice,Vysoké Studnice,"492335","154349",568.000000000000000,MSS,Vysoèina,Jihlava,Jihlava,15.73027778,49.39305556
B2ZAST01,,Zastávka,Zastávka,"491135","162147",375.000000000000000,MSS,Jihomoravskı,Brno-venkov,Svratka,16.36305556,49.19305556
B2ZDAN01,,dánice,dánice,"490359","170212",255.000000000000000,MSS,Jihomoravskı,Hodonín,Trkmanka,17.03666667,49.06638889
B2ZIDL01,,idlochovice,idlochovice,"490155","163655",183.000000000000000,MSS,Jihomoravskı,Brno-venkov,Svratka,16.61527778,49.03194444
B4BALI01,,Baliny,Baliny,"492021","155745",437.480000000000018,HYDROAS,Vysoèina,ïár nad Sázavou,Oslava,15.96250000,49.33916667
B4BATE01,,Batelov,Batelov,"491851","152429",541.000000000000000,HYDROAS,Vysoèina,Jihlava,Jihlava,15.40805556,49.31416667
B4BILS01,,Bílovice nad Svitavou,Bílovice nad Svitavou,"491444","164036",218.000000000000000,HYDROAS,Jihomoravskı,Brno-venkov,Svitava,16.67666667,49.24555556
B4BORY01,,Bory,"Bory, Dolní Bory","492525","155913",478.019999999999982,HYDROAS,Vysoèina,ïár nad Sázavou,Oslava,15.98694444,49.42361111
B4BOZI01,,Boice,Boice,"485026","161716",184.000000000000000,HYDROAS,Jihomoravskı,Znojmo,Jevišovka,16.28777778,48.84055556
B4BPRU01,,Beòov,"Beòov, Prusy","492542","173103",241.080000000000013,HYDROAS,Olomouckı,Pøerov,Moštìnka,17.51750000,49.42833333
B4BRAK01,,Brankovice,Brankovice,"490914","170810",243.430000000000007,HYDROAS,Jihomoravskı,Vyškov,Litava,17.13611111,49.15388889
B4BRAN01,,Bransouze,Bransouze,"491814","154517",420.000000000000000,HYDROAS,Vysoèina,Tøebíè,Jihlava,15.75472222,49.30388889
B4BRTN01,,Brtnice,Brtnice,"491803","154048",514.000000000000000,HYDROAS,Vysoèina,Jihlava,Jihlava,15.68000000,49.30083333
B4BSTB01,,Brno,"Brno, Staré Brno","491111","163538",197.000000000000000,HYDROAS,Jihomoravskı,Brno-mìsto,Svratka,16.59388889,49.18638889
B4DALC01,,Daleèín,Daleèín,"493543","161448",470.000000000000000,HYDROAS,Vysoèina,ïár nad Sázavou,Svratka,16.24666667,49.59527778
B4DLOU01,,Dolní Louèky,Dolní Louèky,"492128","162142",374.000000000000000,HYDROAS,Vysoèina,ïár nad Sázavou,Bobrùvka,16.36166667,49.35777778
B4DROZ00,,Dolní Roínka,Dolní Roínka,"492824","161247",506.000000000000000,HYDROAS,Vysoèina,ïár nad Sázavou,Svratka,16.21305556,49.47333333
B4DVOR01,,Dvorce,Dvorce,"492257","153015",501.000000000000000,HYDROAS,Vysoèina,Jihlava,Jihlava,15.50416667,49.38250000
B4HERA01,,Herálec,Herálec,"494052","155916",685.000000000000000,AKS,Vysoèina,ïár nad Sázavou,Chrudimka,15.98777778,49.68111111
B4IVAC01,,Ivanèice,Ivanèice,"490501","162446",194.000000000000000,HYDROAS,Jihomoravskı,Brno-venkov,Jihlava,16.41277778,49.08361111
B4JANO01,,Staré Hobzí,"Staré Hobzí, Janov","485936","152612",440.000000000000000,HYDROAS,Jihoèeskı,Jindøichùv Hradec,Moravská Dyje,15.43666667,48.99333333
B4JEMN01,,Jemnice,Jemnice,"490117","153407",437.000000000000000,HYDROAS,Vysoèina,Tøebíè,eletavka,15.56861111,49.02138889
B4JEVI01,,Jevišovice,Jevišovice,"485918","152722",330.000000000000000,HYDROAS,Jihomoravskı,Znojmo,Jevišovka,15.45611111,48.98833333
B4JIMR01,,Jimramov,Jimramov,"493814","161300",499.000000000000000,HYDROAS,Vysoèina,ïár nad Sázavou,Svratka,16.21666667,49.63722222
B4KADO00,,Kadov,Kadov,"493809","160441",672.000000000000000,HYDROAS,Vysoèina,ïár nad Sázavou,Svratka,16.07805556,49.63583333
B4KASA01,,Kašava,Kašava,"491711","174600",319.000000000000000,HYDROAS,Zlínskı,Zlín,Døevnice,17.76666667,49.28638889
B4KROM01,,Kromìøí,Kromìøí,"491809","172403",183.000000000000000,HYDROAS,Zlínskı,Kromìøí,Morava,17.40083333,49.30250000
B4KYJO01,,Kyjov,Kyjov,"490042","170723",185.889999999999986,HYDROAS,Jihomoravskı,Hodonín,Kyjovka,17.12305556,49.01166667
B4LADN01,,Bøeclav,"Bøeclav, Ladná","484816","165119",157.000000000000000,HYDROAS,Jihomoravskı,Bøeclav,Dyje,16.85527778,48.80444444
B4LAND01,,Staré Mìsto pod Landštejn,"Staré Mìsto pod Landštejnem, Landštejn","490123","151449",549.000000000000000,HYDROAS,Jihoèeskı,Jindøichùv Hradec,Rakouská Dyje,15.24694444,49.02305556
B4LANZ01,,Lanhot,Lanhot,"484115","165926",150.030000000000001,HYDROAS,Jihomoravskı,Bøeclav,Morava,16.99055556,48.68750000
B4LETO01,,Letovice,Letovice,"493149","163458",320.000000000000000,HYDROAS,Jihomoravskı,Blansko,Svitava,16.58277778,49.53027778
B4MKRU01,,Moravskı Krumlov,Moravskı Krumlov,"490305","161827",225.759999999999991,HYDROAS,Jihomoravskı,Znojmo,Rokytná,16.30750000,49.05138889
B4MOST01,,Velké Meziøíèí,"Velké Meziøíèí, Mostištì","492318","160000",445.000000000000000,HYDROAS,Vysoèina,ïár nad Sázavou,Oslava,16.00000000,49.38833333
B4NEMO00,,Nemochovice,Nemochovice,"491100","170800",280.000000000000000,HYDROAS,Jihomoravskı,Vyškov,Litava,17.13333333,49.18333333
B4NESM01,,Osové,Osové,"491912","160138",405.319999999999993,HYDROAS,Vysoèina,ïár nad Sázavou,Oslava,16.02722222,49.32000000
B4OSLA01,,Oslavany,Oslavany,"490700","162044",211.000000000000000,HYDROAS,Jihomoravskı,Brno-venkov,Oslava,16.34555556,49.11666667
B4OTAS01,,Otaslavice,Otaslavice,"492316","170421",246.000000000000000,HYDROAS,Olomouckı,Prostìjov,Haná,17.07250000,49.38777778
B4PLUM01,,Plumlov,Plumlov,"492813","170231",259.589999999999975,HYDROAS,Olomouckı,Prostìjov,Valová,17.04194444,49.47027778
B4PODH01,,Podhradí nad Dyjí,Podhradí nad Dyjí,"485413","154125",348.000000000000000,HYDROAS,Jihomoravskı,Znojmo,Dyje,15.69027778,48.90361111
B4POLI00,,Polièka,Polièka,"494300","161542",558.000000000000000,HYDROAS,Pardubickı,Svitavy,Svratka,16.26166667,49.71666667
B4POLK01,,Polkovice,Polkovice,"492327","171500",193.000000000000000,HYDROAS,Olomouckı,Pøerov,Valová,17.25000000,49.39083333
B4PRIS01,,Pøíštpo,Pøíštpo,"490415","155623",403.779999999999973,HYDROAS,Vysoèina,Tøebíè,Oslava,15.93972222,49.07083333
B4PTAC01,,Tøebíè,"Tøebíè, Ptáèov","491255","155612",385.000000000000000,HYDROAS,Vysoèina,Tøebíè,Jihlava,15.93666667,49.21527778
B4ROZH01,,Rozhraní,Rozhraní,"493602","163201",354.000000000000000,HYDROAS,Pardubickı,Svitavy,Svitava,16.53361111,49.60055556
B4SKRY01,,Skryje,Skryje,"492247","161912",310.060000000000002,HYDROAS,Jihomoravskı,Brno-venkov,Bobrùvka,16.32000000,49.37972222
B4SLOU00,,Sloup,Sloup,"492449","164420",476.000000000000000,HYDROAS,Jihomoravskı,Blansko,Svitava,16.73888889,49.41361111
