Gh id,Wmo id,Name,Full name,Latitude,Longitude,Elevation,Station ty,Rg region,Di distric,Ba basin,Xcoo,Ycoo
L3LAZY01,,Kynvart,"Kynvart, Lazy","500251","123734",826.000000000000000,MSS,Karlovarskı,Cheb,Ohøe,12.62611111,50.04750000
L3LUBY01,,Luby,Luby,"501524","122401",530.000000000000000,MSS,Karlovarskı,Cheb,Ohøe,12.40027778,50.25666667
L3LYSITT,,Lysina,Lysina,"500121","123905",981.000000000000000,TOTAL,Karlovarskı,Cheb,Teplá,12.65138889,50.02250000
L3NEJD01,,Nejdek,Nejdek,"502008","124255",610.000000000000000,AKS3,Karlovarskı,Karlovy Vary,Ohøe,12.71527778,50.33555556
L3OLOV01,,Oloví,Oloví,"501446","123332",545.000000000000000,MSS,Karlovarskı,Sokolov,Ohøe,12.55888889,50.24611111
L3SEMN01,,Šemnice,"Šemnice, Dubina","501444","125936",386.000000000000000,MSS,Karlovarskı,Karlovy Vary,Ohøe,12.99333333,50.24555556
C2POCA01,"11634",Poèátky,Poèátky,"491538","151403",618.000000000000000,AKS2,Vysoèina,Pelhøimov,Neárka,15.23416667,49.26055556
L3STRA01,,Strá nad Ohøí,Strá nad Ohøí,"502019","130306",328.000000000000000,MSS,Karlovarskı,Karlovy Vary,Ohøe,13.05166667,50.33861111
L3ZAND01,,Dolní andov,Dolní andov,"500106","123315",552.000000000000000,MSS,Karlovarskı,Cheb,Ohøe,12.55416667,50.01833333
L4171000,,Planá,,"495145","124312",468.459999999999980,HYDRO,Plzeòskı,Tachov,Me,12.72000000,49.86250000
L4172000,,Svahy-Tøebel,,"494937","125027",425.000000000000000,HYDRO,Plzeòskı,Tachov,Me,12.84083333,49.82694444
L4173000,,Støíbro-Úhlavka,,"494416","125946",360.509999999999991,HYDRO,Plzeòskı,Tachov,Me,12.99611111,49.73777778
L4174000,,Støíbro-Me,,"494510","130037",354.449999999999989,HYDRO,Plzeòskı,Tachov,Me,13.01027778,49.75277778
L4175000,,Trpísty,,"494942","130356",360.000000000000000,HYDRO,Plzeòskı,Tachov,Me,13.06555556,49.82833333
L4176100,,Hracholusky,"Hracholusky, vodní dílo","494728","131034",325.000000000000000,HYDRO,Plzeòskı,Tachov,Me,13.17611111,49.79111111
L4178500,,Tasnovice,,"493400","125014",544.000000000000000,HYDRO,Plzeòskı,Domalice,Radbuza,12.83722222,49.56666667
L4179000,,Staòkov,,"493311","130423",354.110000000000014,HYDRO,Plzeòskı,Domalice,Radbuza,13.07305556,49.55305556
L4179900,,Lhota u Dobøan,,"494121","131940",325.000000000000000,HYDRO,Plzeòskı,Plzeò-jih,Radbuza,13.32777778,49.68916667
L4180100,,Èeské Údolí,"Èeské Údolí, vodní dílo","494304","132151",314.199999999999989,HYDRO,Plzeòskı,Plzeò-mìsto,Radbuza,13.36416667,49.71777778
L4180900,,Stará Lhota,,"491551","130846",486.920000000000016,HYDRO,Plzeòskı,Klatovy,Úhlava,13.14611111,49.26416667
L4181600,,Sobìtice,,"492210","131904",,HYDRO,Plzeòskı,Klatovy,Úhlava,13.31777778,49.36944444
L4182000,,Klatovy,"Klatovy, Tajanov","492424","131548",386.000000000000000,HYDRO,Plzeòskı,Klatovy,Úhlava,13.26333333,49.40666667
L4183000,,Štìnovice,,"494039","132411",320.000000000000000,HYDRO,Plzeòskı,Plzeò-jih,Úhlava,13.40305556,49.67750000
L4186000,,Bílá Hora,,"494600","132410",298.329999999999984,HYDRO,Plzeòskı,Plzeò-mìsto,Berounka,13.40277778,49.76666667
L4186500,,Prádlo,,"493005","133350",425.500000000000000,HYDRO,Plzeòskı,Plzeò-jih,Úslava,13.56388889,49.50138889
L4186800,,dírec,,"493313","133435",394.000000000000000,HYDRO,Plzeòskı,Plzeò-jih,Úslava,13.57638889,49.55361111
L4186900,,ákava,,"493754","133202",362.000000000000000,HYDRO,Plzeòskı,Plzeò-jih,Úslava,13.53388889,49.63166667
L4187000,,Koterov,,"494249","132535",319.319999999999993,HYDRO,Plzeòskı,Plzeò-mìsto,Úslava,13.42638889,49.71361111
L4187500,,Hrádek,,"494251","133944",397.199999999999989,HYDRO,Plzeòskı,Rokycany,Berounka,13.66222222,49.71416667
L4188000,,Nová Hu,,"494658","133035",308.399999999999977,HYDRO,Plzeòskı,Rokycany,Berounka,13.50972222,49.78277778
L4189000,,Èichoøice,,"500549","131617",440.600000000000023,HYDRO,Karlovarskı,Karlovy Vary,Støela,13.27138889,50.09694444
L4190000,,Plasy,,"495605","132329",316.889999999999986,HYDRO,Plzeòskı,Plzeò-sever,Støela,13.39138889,49.93472222
L4190100,,Rakovník,,"500525","134523",309.000000000000000,HYDRO,Støedoèeskı,Rakovník,Rakovnickı potok,13.75638889,50.09027778
L4191000,,Liblín,,"495437","133217",269.790000000000020,HYDRO,Plzeòskı,Plzeò-sever,Berounka,13.53805556,49.91027778
L4BEZV01,,Bezvìrov,Bezvìrov,"495938","130336",698.000000000000000,ASS,Plzeòskı,Plzeò-sever,Støela,13.06000000,49.99388889
L4BREZ01,,Bøezová,,"501143","124144",410.000000000000000,HYDRO,Karlovarskı,Karlovy Vary,Teplá,12.69555556,50.19527778
L4CACH01,,Èachrov,Èachrov,"491552","131812",708.000000000000000,ASS,Plzeòskı,Klatovy,Úhlava,13.30333333,49.26444444
L4HRAC01,,Hracholusky,Hracholusky,"494728","131034",325.000000000000000,PROFIL,Plzeòskı,Tachov,,13.17611111,49.79111111
L4CHEB01,,Cheb,,"500510","122312",428.000000000000000,HYDRO,Karlovarskı,Cheb,Ohøe,12.38666667,50.08611111
L4KVAR01,,Karlovy Vary,,"501415","125301",365.000000000000000,HYDRO,Karlovarskı,Karlovy Vary,Ohøe,12.88361111,50.23750000
L4LHOT01,,Lhota u Dobøan,Lhota u Dobøan,"494121","131940",325.000000000000000,ASS,Plzeòskı,Plzeò-jih,Radbuza,13.32777778,49.68916667
L4LIBL01,,Liblín,Liblín,"495521","133250",270.000000000000000,ASS,Plzeòskı,Rokycany,Berounka,13.54722222,49.92250000
L4LOVC01,,Lovèice,"Lovèice, Kvasetice","492409","132937",597.000000000000000,ASS,Plzeòskı,Klatovy,Úslava,13.49361111,49.40250000
L4LUCI01,,Luèina,"Luèina, hráz pøehrady","494815","123512",510.000000000000000,ASS,Plzeòskı,Tachov,,12.58666667,49.80416667
L4PERK01,,Pernink,Pernink,"502148","124645",842.000000000000000,HYDROAS,Karlovarskı,Karlovy Vary,Ohøe,12.77916667,50.36333333
L4PLAS01,,Plasy,Plasy,"495601","132334",345.000000000000000,ASS,Plzeòskı,Plzeò-sever,Me,13.39277778,49.93361111
L4ROLE01,,Stará Role,,"500510","124923",390.000000000000000,HYDRO,Karlovarskı,Karlovy Vary,Ohøe,12.82305556,50.08611111
L4SVAT01,,Svatava,,"501120","123751",405.000000000000000,HYDRO,Karlovarskı,Karlovy Vary,Ohøe,12.63083333,50.18888889
L4TACH01,,Tachov,Tachov,"494757","123727",483.000000000000000,ASS,Plzeòskı,Tachov,Me,12.62416667,49.79916667
L4TAJA01,,Tajanov u Klatov,Tajanov u Klatov,"492424","131548",386.000000000000000,ASS,Plzeòskı,Klatovy,Úhlava,13.26333333,49.40666667
C2JHRA01,"11635",Jindøichùv Hradec,"Jindøichùv Hradec, Dìbolín","490920","145727",524.000000000000000,AKS1,Jihoèeskı,Jindøichùv Hradec,Neárka,14.95750000,49.15555556
L7NYRS01,,Nırsko,Nırsko,"491539","130836",500.000000000000000,PROFIL,Plzeòskı,Klatovy,Úhlava,13.14333333,49.26083333
L7NYRS02,,Nırsko,Nırsko,"491536","130833",535.000000000000000,PROFIL,Plzeòskı,Klatovy,Úhlava,13.14250000,49.26000000
L7PRIM01,,Pøimda,Pøimda,"494010","124041",740.000000000000000,PROFIL,Plzeòskı,Tachov,Me,12.67805556,49.66944444
L7PRIM02,,Pøimda,Pøimda,"494012","124039",690.000000000000000,PROFIL,Plzeòskı,Tachov,Me,12.67750000,49.67000000
L7SIND01,,Šindelová,Šindelová,"501943","123528",720.000000000000000,PROFIL,Karlovarskı,Sokolov,Ohøe,12.59111111,50.32861111
L7SIND02,,Šindelová,Šindelová,"501940","123525",726.000000000000000,PROFIL,Karlovarskı,Sokolov,Ohøe,12.59027778,50.32777778
L7SPIC01,,Špièák,Špièák,"491036","131351",975.000000000000000,PROFIL,Plzeòskı,Klatovy,Úhlava,13.23083333,49.17666667
L7SPIC02,,Špièák,Špièák,"491038","131354",965.000000000000000,PROFIL,Plzeòskı,Klatovy,Úhlava,13.23166667,49.17722222
L8BERO01,,Beroun,Beroun,"495739","140347",245.000000000000000,HYDROAS,Støedoèeskı,Beroun,Berounka,14.06305556,49.96083333
L8BREZ00,,Bøezová,Bøezová,"501145","125122",420.000000000000000,HYDROAS,Karlovarskı,Karlovy Vary,Ohøe,12.85611111,50.19583333
L8CITI00,,Citice,Citice,"500941","123700",425.000000000000000,HYDROAS,Karlovarskı,Sokolov,Ohøe,12.61666667,50.16138889
L8DOMA01,,Domalice,Domalice,"492609","125643",416.000000000000000,HYDROAS,Plzeòskı,Domalice,Radbuza,12.94527778,49.43583333
L8HORK00,,Horka,Horka,"501113","122920",475.000000000000000,HYDROAS,Karlovarskı,Cheb,Ohøe,12.48888889,50.18694444
L8HRAC01,,Hracholusky,Hracholusky,"494725","131017",370.000000000000000,HYDROAS,Plzeòskı,Tachov,Me,13.17138889,49.79027778
L8JESE00,,Jesenice,Jesenice,"500516","122852",440.000000000000000,HYDROAS,Karlovarskı,Cheb,Ohøe,12.48111111,50.08777778
L8JINO01,,Jíno,Jíno,"493022","131818",368.000000000000000,HYDROAS,Plzeòskı,Klatovy,Úhlava,13.30500000,49.50611111
L8KLAB01,,VD KLABAVA,VD KLABAVA,"494501","133245",343.000000000000000,HYDROAS,Plzeòskı,Rokycany,Berounka,13.54583333,49.75027778
L8KLIC01,,Klíèava,Klíèava,"500313","135615",262.000000000000000,HYDROAS,Støedoèeskı,Rakovník,Berounka,13.93750000,50.05361111
L8KLIN00,,KLINOVEC,Klínovec,"502348","125808",1110.000000000000000,HYDROAS,Karlovarskı,Karlovy Vary,Ohøe,12.96888889,50.39666667
L8LAZ001,,Láz,Láz,"493934","135345",632.000000000000000,HYDROAS,Støedoèeskı,Pøíbram,Litavka,13.89583333,49.65944444
L8LESN01,,Lesná,"Lesná, Lesná","494517","123236",635.000000000000000,HYDROAS,Plzeòskı,Tachov,Me,12.54333333,49.75472222
L8LUBY00,,Luby,Luby,"501531","122415",520.000000000000000,HYDROAS,Karlovarskı,Cheb,Ohøe,12.40416667,50.25861111
L8LUCI01,,Luèina,Luèina,"494821","123501",514.000000000000000,HYDROAS,Plzeòskı,Tachov,Me,12.58361111,49.80583333
L8MLAZ00,,Maránské Láznì,Mariánské Láznì,"495955","124216",720.000000000000000,HYDROAS,Karlovarskı,Cheb,Me,12.70444444,49.99861111
L8MNIC00,,Mnichov,Mnichov,"500258","124739",650.000000000000000,HYDROAS,Karlovarskı,Cheb,Ohøe,12.79416667,50.04944444
L8NYRS01,,Nırsko,Nırsko,"491539","130834",526.000000000000000,HYDROAS,Plzeòskı,Klatovy,Úhlava,13.14277778,49.26083333
L8OBEC01,,Obecnice,Obecnice,"494356","135539",567.000000000000000,HYDROAS,Støedoèeskı,Pøíbram,Litavka,13.92750000,49.73222222
L8PODH00,,Podhorka,Podhorka,"495740","124915",690.000000000000000,HYDROAS,Karlovarskı,Karlovy Vary,Ohøe,12.82083333,49.96111111
L8PREB00,,Pøebuz,Pøebuz,"501915","123556",595.000000000000000,HYDROAS,Karlovarskı,Sokolov,Ohøe,12.59888889,50.32083333
L8RABS01,,PVL Rabštejn n. Støelou,PVL Rabštejn n. Støelou,"500245","131741",420.000000000000000,HYDROAS,Plzeòskı,Plzeò-sever,Støela,13.29472222,50.04583333
L8SKAL00,,Skalka,Skalka,"500432","122116",435.000000000000000,HYDROAS,Karlovarskı,Cheb,Ohøe,12.35444444,50.07555556
L8SLAP00,,Šlapany,Šlapany,"500142","122218",465.000000000000000,HYDROAS,Karlovarskı,Cheb,Ohøe,12.37166667,50.02833333
L8SPIC01,,Špièák,Špièák,"491026","131148",1155.000000000000000,HYDROAS,Plzeòskı,Klatovy,Úhlava,13.19666667,49.17388889
L8STAN00,,Stanovice,Stanovice,"501041","124739",520.000000000000000,HYDROAS,Karlovarskı,Karlovy Vary,Ohøe,12.79416667,50.17805556
L8STRI01,,Støíbro,Støíbro,"494508","130031",362.000000000000000,HYDROAS,Plzeòskı,Tachov,Me,13.00861111,49.75222222
L8TEPL00,,Teplièka,Teplièka,"500917","125058",445.000000000000000,HYDROAS,Karlovarskı,Karlovy Vary,Ohøe,12.84944444,50.15472222
L8TRPI01,,Trpísty,Trpísty,"494941","130350",367.000000000000000,HYDROAS,Plzeòskı,Tachov,Me,13.06388889,49.82805556
L8ZLUT01,,lutice,lutice,"500507","130737",498.000000000000000,HYDROAS,Karlovarskı,Karlovy Vary,Støela,13.12694444,50.08527778
O1BELA01,,Bìlá pod Pradìdem,"Bìlá pod Pradìdem, Filipovice","500931","171004",670.000000000000000,ASS,Olomouckı,Jeseník,Kladská Nisa,17.16777778,50.15861111
B2KMYS01,"11636",Kostelní Myslová,Kostelní Myslová,"490933","152621",569.000000000000000,AMS1,Vysoèina,Jihlava,Moravská Dyje,15.43916667,49.15916667
H1VRCH01,"11637",Vrchlabí,Vrchlabí,"503727","153828",482.000000000000000,AKS1,Královéhradeckı,Trutnov,Labe,15.64111111,50.62416667
O1BILA02,,Bílá,"Bílá, Hlavatá","492520","182250",770.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.38055556,49.42222222
O1BILO01,,Bílovec,Bílovec,"494542","175930",290.000000000000000,MSS,Moravskoslezskı,Novı Jièín,Odra,17.99166667,49.76166667
H3LBEL01,"11639",Láznì Bìlohrad,Láznì Bìlohrad,"502539","153519",299.000000000000000,AKS2,Královéhradeckı,Jièín,Cidlina,15.58861111,50.42750000
O1BUDI01,,Budišov nad Budišovkou,Budišov nad Budišovkou,"494750","173755",530.000000000000000,MSS,Moravskoslezskı,Opava,Odra,17.63194444,49.79722222
O1BUKO01,,Bukovec,"Bukovec, Baøiny","493119","184827",634.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Váh,18.80750000,49.52194444
O1CANTTT,,Velká Èantoryje,Velká Èantoryje,"494045","184745",974.000000000000000,TOTAL,Moravskoslezskı,Frıdek-Místek,Olše,18.79583333,49.67916667
O1CERN01,,Èerná Voda,Èerná Voda,"501836","170925",312.000000000000000,MSS,Olomouckı,Jeseník,Kladská Nisa,17.15694444,50.31000000
H1LBOU01,"11640",Labská bouda,"Labská bouda, Špindlerùv Mlın","504612","153242",1315.000000000000000,AKS1,Královéhradeckı,Trutnov,Labe,15.54500000,50.77000000
O1CERV02,,Èervená,Èervená,"494638","173231",750.000000000000000,MSS,Moravskoslezskı,Opava,Odra,17.54194444,49.77722222
O1DEHY01,,Dìhylov,Dìhylov,"495210","181000",292.000000000000000,MSS,Moravskoslezskı,Opava,Opava,18.16666667,49.86944444
O1DLOU01,,Dlouhá Stráò,Dlouhá Stráò,"495733","173004",520.000000000000000,MSS,Moravskoslezskı,Bruntál,Moravice,17.50111111,49.95916667
O1FMOL01,,Frıdek-Místek,"Frıdek-Místek, Místek","494000","181857",312.000000000000000,AKS2,Moravskoslezskı,Frıdek-Místek,Ostravice,18.31583333,49.66666667
H1PECS01,"11643",Pec pod Snìkou,Pec pod Snìkou,"504131","154344",816.299999999999955,AMS1,Královéhradeckı,Trutnov,Úpa,15.72888889,50.69194444
O1FULN01,,Fulnek,"Fulnek, Kostelec","494325","175557",340.000000000000000,MSS,Moravskoslezskı,Novı Jièín,Odra,17.93250000,49.72361111
O1GRUNTT,,Gruò,"Gruò, Kozlena","492927","182942",855.000000000000000,TOTAL,Moravskoslezskı,Frıdek-Místek,Ostravice,18.49500000,49.49083333
O1HAMR01,,Staré Hamry,"Staré Hamry, Samèanka","492805","182620",527.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.43888889,49.46805556
O1HART01,,Slezská Harta,Slezská Harta,"495319","173431",516.000000000000000,AKS3,Moravskoslezskı,Bruntál,Moravice,17.57527778,49.88861111
O1HAT001,,Ha,Ha,"495645","181515",220.000000000000000,MSS,Moravskoslezskı,Opava,Odra,18.25416667,49.94583333
O1HAVI01,,Havíøov,"Havíøov, Bludovice","494556","182626",259.000000000000000,MSS,Moravskoslezskı,Karviná,Ostravice,18.44055556,49.76555556
O1HERM01,,Heømanovice,Heømanovice,"501155","172254",665.000000000000000,MSS,Moravskoslezskı,Bruntál,Opavice,17.38166667,50.19861111
O1HNOJ01,,Hnojník,Hnojník,"494039","183242",340.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Olše,18.54500000,49.67750000
O1HODS01,,Hodslavice,Hodslavice,"493250","180135",340.000000000000000,MSS,Moravskoslezskı,Novı Jièín,Odra,18.02638889,49.54722222
O1HRAB01,,Hrabynì,Hrabynì,"495242","180312",395.000000000000000,MSS,Moravskoslezskı,Opava,Opava,18.05333333,49.87833333
O1HRAD01,,Hradec nad Moravicí,Hradec nad Moravicí,"495222","175237",275.000000000000000,MSS,Moravskoslezskı,Opava,Moravice,17.87694444,49.87277778
O1HUKV01,,Hukvaldy,"Hukvaldy, Rychaltice","493834","181315",292.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Odra,18.22083333,49.64277778
H1TRUT01,"11645",Trutnov,Trutnov,"503331","155354",437.000000000000000,AKS3,Královéhradeckı,Trutnov,Úpa,15.89833333,50.55861111
H3HRAD01,"11649",Hradec Králové,"Hradec Králové, Novı Hradec Králové","501040","155018",278.000000000000000,AKS1,Královéhradeckı,Hradec Králové,Labe,15.83833333,50.17777778
O1JAVR01,,Tøinec,"Tøinec, Oldøichovice,Javorovı vrch","493742","183738",930.000000000000000,AKS2,Moravskoslezskı,Frıdek-Místek,Olše,18.62722222,49.62833333
H3SVOD01,"11651",Hradec Králové,"Hradec Králové, Svobodné Dvory","501321","154716",230.000000000000000,AKS2,Královéhradeckı,Hradec Králové,Labe,15.78777778,50.22250000
O1JISL01,,Jindøichov,Jindøichov,"501509","173123",358.199999999999989,MSS,Moravskoslezskı,Bruntál,Odra,17.52305556,50.25250000
O1KARL01,,Karlovice,Karlovice,"500634","172717",502.000000000000000,MSS,Moravskoslezskı,Bruntál,Opava,17.45472222,50.10944444
H3PARD01,"11652",Pardubice,"Pardubice, letištì","500058","154425",225.000000000000000,AMS,Pardubickı,Pardubice,Labe,15.74027778,50.01611111
H1SNEZ01,"11653",Snìka,"Snìka, Poštovna","504409","154425",1602.000000000000000,AMS2,Královéhradeckı,Trutnov,Úpa,15.74027778,50.73583333
O1KLIM01,,Klimkovice,Klimkovice,"494704","180805",240.000000000000000,MSS,Moravskoslezskı,Ostrava-mìsto,Odra,18.13472222,49.78444444
O1KLINTT,,Malı Klín,Malı Klín,"500712","171148",1099.000000000000000,TOTAL,Olomouckı,Jeseník,Kladská Nisa,17.19666667,50.12000000
H3LIBC01,"11655",Libice nad Doubravou,Libice nad Doubravou,"494439","154218",425.000000000000000,AKS2,Vysoèina,Havlíèkùv Brod,Labe,15.70500000,49.74416667
O1LICH01,,Lichnov,Lichnov,"500040","173801",389.000000000000000,ASS,Moravskoslezskı,Bruntál,Opava,17.63361111,50.01111111
O1LOMN01,,Horní Lomná,Horní Lomná,"493203","183816",582.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Olše,18.63777778,49.53416667
O1LORY01,,Lomnice,Lomnice,"495208","172500",595.000000000000000,ASS,Moravskoslezskı,Bruntál,Moravice,17.41666667,49.86888889
O1LUBN01,,Frıdlant nad Ostravicí,"Frıdlant nad Ostravicí, Lubno","493604","182309",398.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.38583333,49.60111111
P3HAVL01,"11656",Havlíèkùv Brod,Havlíèkùv Brod,"493643","153447",455.000000000000000,AKS1,Vysoèina,Havlíèkùv Brod,Sázava,15.57972222,49.61194444
P3PRIB01,"11659",Pøibyslav,"Pøibyslav, Høištì","493458","154545",532.500000000000000,AMS1,Vysoèina,Havlíèkùv Brod,Sázava,15.76250000,49.58277778
O1LYSA02,,Lysá hora,Lysá hora,"493246","182652",1321.799999999999955,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.44777778,49.54611111
O1MAMO01,,Malá Morávka,"Malá Morávka, Karlov","500110","171803",675.000000000000000,MSS,Moravskoslezskı,Bruntál,Moravice,17.30083333,50.01944444
O1MELC01,,Melè,Melè,"495055","174550",470.000000000000000,MSS,Moravskoslezskı,Opava,Moravice,17.76388889,49.84861111
O1MIKU01,,Mikulovice,Mikulovice,"501802","171923",321.000000000000000,MSS,Olomouckı,Jeseník,Kladská Nisa,17.32305556,50.30055556
O1MORK01,,Moøkov,Moøkov,"493229","180330",345.000000000000000,AKS3,Moravskoslezskı,Novı Jièín,Odra,18.05833333,49.54138889
B2VATI01,"11660",Vatín,Vatín,"493123","155805",558.000000000000000,AKS1,Vysoèina,ïár nad Sázavou,Oslava,15.96805556,49.52305556
O1MOSN02,,Mošnov,Mošnov,"494154","180709",250.400000000000006,MSS,Moravskoslezskı,Novı Jièín,Odra,18.11916667,49.69833333
O1NERA01,,Dolní Lutynì,"Dolní Lutynì, Nerad","495455","182453",208.000000000000000,MSS,Moravskoslezskı,Karviná,Olše,18.41472222,49.91527778
O1NOJI01,,Novı Jièín,Novı Jièín,"493600","180152",291.000000000000000,MSS,Moravskoslezskı,Novı Jièín,Odra,18.03111111,49.60000000
O1NYDE01,,Nıdek,Nıdek,"493919","184533",405.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Olše,18.75916667,49.65527778
O1ODRY01,,Odry,Odry,"494010","175007",290.000000000000000,MSS,Moravskoslezskı,Novı Jièín,Odra,17.83527778,49.66944444
O1OLES01,,Olešná,Olešná,"494000","181900",308.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.31666667,49.66666667
B2HUBE01,"11662",Hubenov,Hubenov,"492335","152801",570.000000000000000,AKS1,Vysoèina,Jihlava,Jihlava,15.46694444,49.39305556
O1OSLZ01,,Ostrava,"Ostrava, Slezská Ostrava","495042","181903",269.000000000000000,AKS3,Moravskoslezskı,Ostrava-mìsto,Odra,18.31750000,49.84500000
O1OSOB01,,Osoblaha,Osoblaha,"501615","174249",238.000000000000000,AKS2,Moravskoslezskı,Bruntál,Odra,17.71361111,50.27083333
O1PASK01,,Paskov,Paskov,"494328","181811",254.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.30305556,49.72444444
B2MBUD01,"11667",Moravské Budìjovice,Moravské Budìjovice,"490340","154824",460.000000000000000,AKS2,Vysoèina,Tøebíè,Rokytná,15.80666667,49.06111111
O1PRIB01,,Pøíbor,Pøíbor,"493825","180803",307.000000000000000,MSS,Moravskoslezskı,Novı Jièín,Odra,18.13416667,49.64027778
O1PSTR01,,Pstruí,Pstruí,"493333","182056",400.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.34888889,49.55916667
O1RAMZ01,,Ostruná,"Ostruná, Ramzová","501140","170356",740.000000000000000,MSS,Olomouckı,Jeseník,Kladská Nisa,17.06555556,50.19444444
O1RASK01,,Raškovice,Raškovice,"493722","182815",397.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.47083333,49.62277778
H2POLO01,"11669",Polom,"Polom, Sedloòov","502101","161920",746.700000000000045,AMS,Královéhradeckı,Rychnov nad Knìnou,Divoká Orlice,16.32222222,50.35027778
O1ROPITT,,Ropièka,Ropièka,"493701","183335",880.000000000000000,TOTAL,Moravskoslezskı,Frıdek-Místek,Olše,18.55972222,49.61694444
H2ZAMB01,"11670",amberk,amberk,"500409","162717",405.000000000000000,AKS2,Pardubickı,Ústí nad Orlicí,Divoká Orlice,16.45472222,50.06916667
O1RYMA02,,Rımaøov,"Rımaøov, Harrachov","495721","171712",643.000000000000000,MSS,Moravskoslezskı,Bruntál,Moravice,17.28666667,49.95583333
O1SANC01,,Šance,Šance,"493045","182508",509.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.41888889,49.51250000
H3BROU01,"11671",Broumov,Broumov,"503412","162037",373.000000000000000,AKS1,Královéhradeckı,Náchod,Stìnava,16.34361111,50.57000000
O1SERA02,,Šerák,Šerák,"501115","170631",1328.000000000000000,MSS,Olomouckı,Jeseník,Kladská Nisa,17.10861111,50.18750000
O1SERATT,,Šerák,Šerák,"501118","170627",1320.000000000000000,TOTAL,Olomouckı,Jeseník,Kladská Nisa,17.10750000,50.18833333
O1SKRI01,,Skøipov,Skøipov,"494904","175450",485.000000000000000,MSS,Moravskoslezskı,Opava,Odra,17.91388889,49.81777778
O1SKRTTT,,Skøítek,"Skøítek, Sobotín, Rudoltice","495957","170905",876.000000000000000,TOTAL,Olomouckı,Šumperk,Moravice,17.15138889,49.99916667
O1SUDI01,,Sudice,Sudice,"500155","180425",217.000000000000000,MSS,Moravskoslezskı,Opava,Odra,18.07361111,50.03194444
H2DEST01,"11674",Deštné v Orlic. horách,Deštné v Orlic. horách,"501824","162107",656.000000000000000,AKS1,Královéhradeckı,Rychnov nad Knìnou,Labe,16.35194444,50.30666667
O1TEHR01,,Tìrlicko,"Tìrlicko, Hradištì","494407","183154",356.000000000000000,MSS,Moravskoslezskı,Karviná,Olše,18.53166667,49.73527778
O1TESI01,,Èeskı Tìšín,Èeskı Tìšín,"494433","183700",282.000000000000000,MSS,Moravskoslezskı,Karviná,Olše,18.61666667,49.74250000
O1TREM01,,Tøemešná,Tøemešná,"501247","173353",358.000000000000000,MSS,Moravskoslezskı,Bruntál,Odra,17.56472222,50.21305556
O1TYRA01,,Tyra,Tyra,"493733","183858",500.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Olše,18.64944444,49.62583333
O1USPO01,,Morávka,"Morávka, Uspolka","493343","183310",532.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.55277778,49.56194444
O1VIDL01,,Vidly,Vidly,"500620","171618",774.000000000000000,MSS,Moravskoslezskı,Bruntál,Opava,17.27166667,50.10555556
O1VIDN01,,Vidnava,Vidnava,"502222","171110",232.000000000000000,MSS,Olomouckı,Jeseník,Kladská Nisa,17.18611111,50.37277778
O1VISA01,,Krásná,"Krásná, Visalaje","493125","183200",805.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.53333333,49.52361111
H1UPIC01,"11675",Úpice,Úpice,"503023","160042",413.000000000000000,AKS1,Královéhradeckı,Trutnov,Úpa,16.01166667,50.50638889
H2ROKY01,"11676",Rokytnice v Orlic.horách,Rokytnice v Orlic.horách,"500952","162737",577.000000000000000,AKS1,Královéhradeckı,Rychnov nad Knìnou,Divoká Orlice,16.46027778,50.16444444
O1ZLHO01,,Zlaté Hory,Zlaté Hory,"501510","172333",444.000000000000000,AKS3,Olomouckı,Jeseník,Odra,17.39250000,50.25277778
O1ZLHO02,,Zlaté Hory,Zlaté Hory,"501547","172333",407.000000000000000,MSS,Olomouckı,Jeseník,Odra,17.39250000,50.26305556
O2BEZD01,,Moravská Tøebová,"Moravská Tøebová, Bezdìèí, Unerázka","494200","164524",315.000000000000000,MSS,Pardubickı,Svitavy,Tøebùvka,16.75666667,49.70000000
O2BRAN01,,Branná,"Branná, Františkov","500752","170053",586.000000000000000,MSS,Olomouckı,Šumperk,Morava,17.01472222,50.13111111
O2CERO01,,Èervená Voda,Èervená Voda,"500243","164422",535.000000000000000,ASS,Pardubickı,Ústí nad Orlicí,Moravská Sázava,16.73944444,50.04527778
